"店名","評価点数","口コミ件数","保存件数","ジャンル","最寄駅","予算(夜)","予算(昼)","店舗URL","住所","郵便番号","緯度","経度","電話番号","営業時間","定休日","席数","個室","禁煙喫煙","予約","受賞・百名店","駐車場","交通手段","写真URL","区分"
"青山 おとと","3.72","366","41390","海鮮/食堂/日本料理","外苑前駅","\8,000～\9,999","\2,000～\2,999","https://tabelog.com/tokyo/A1306/A130603/13277711/","東京都渋谷区神宮前3-1-28 B1F","1500001","35.669902045963944","139.71447994380532","03-6804-1914","月・火・水・木・金・祝日・祝前日・祝後日 12:00 - 14:30 L.O. 14:00 18:00 - 23:00 L.O. 料理21:30 ドリンク22:30 土 12:00 - 14:30 L","","26席 （カウンター席10席、テーブル席4名×3、半個室4名×1）","有 半個室あり","全席禁煙","予約可","","無","東京メトロ 外苑前駅より徒歩5分 東京メトロ 表参道駅より徒歩10分 外苑前駅から304m","https://tblg.k-img.com/restaurant/images/Rvw/361157/640x640_rect_caa13713f6a222c8fc5f719f814117c4.jpg","初台SC"
"ラジャ","3.72","282","12486","インド料理/インドカレー/カフェ","参宮橋駅","-","\1,000～\1,999","https://tabelog.com/tokyo/A1318/A131810/13009199/","東京都渋谷区代々木4-2-8 ピースビル　１Ｆ","1510053","35.678743037888935","139.6932900832488","03-5351-0833","土・日 12:00 - 16:00 月・火・水・木・金・祝日・祝前日・祝後日","","36席 （テーブル９卓）","無","全席禁煙","予約不可","アジア・エスニック 百名店 2024","無 近隣にコインパーキングあり","小田急線・参宮橋駅改札口出て徒歩10秒 参宮橋駅から37m","https://tblg.k-img.com/restaurant/images/Rvw/331415/640x640_rect_e97786ab026f21269eb1350e416dbbee.jpg","初台SC"
"カルーソー","3.72","182","18970","バー","新宿三丁目駅","\5,000～\5,999","-","https://tabelog.com/tokyo/A1304/A130401/13111408/","東京都新宿区新宿3丁目8-8 平田ビル 2F","1600022","35.69087193788551","139.70676768336187","03-3351-3585","月・火・水・木・金・土・祝日 18:00 - 01:00 日","祝日","10席 （カウンター６席、テーブル１卓４人掛け）","無","全席喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約不可","バー 百名店 2022","無","新宿３丁目、新宿 新宿三丁目駅から169m","https://tblg.k-img.com/restaurant/images/Rvw/210043/640x640_rect_a9950fb9f701824eb58bac460ecab1ca.jpg","初台SC"
"茂幸","3.72","73","9198","日本料理","代々木上原駅","\20,000～\29,999","-","https://tabelog.com/tokyo/A1318/A131807/13250288/","東京都渋谷区西原2-17-3","1510066","35.67314825400392","139.678737907989","03-6804-9428","18:00 - 22:30","不定休","12席 （カウンター8席/テーブル4席）","無","全席禁煙","予約可","日本料理 百名店 2025","無","東京メトロ千代田線・小田急小田原線 ／ 代々木上原駅(北口1) 徒歩6分 京王新線 ／ 幡ヶ谷駅(南口) 徒歩6分 小田急小田原線 ／ 東北沢駅(南口) 徒歩13分 代々木上原駅から466m","https://tblg.k-img.com/restaurant/images/Rvw/326364/640x640_rect_0bb9fa8fc1588d6f52f4cfab1409835f.jpg","初台SC"
"煮干中華そば 鈴蘭","3.71","3038","70847","つけ麺/ラーメン/油そば・まぜそば","新宿三丁目駅","～\999","～\999","https://tabelog.com/tokyo/A1304/A130401/13141542/","東京都新宿区新宿3-11-12 永谷テイクエイト 1F","1600022","35.691695237884986","139.7067229833702","03-3358-2958","11:00 - 23:00","無休","18席 （カウンター13席 テーブル1卓）","無","全席禁煙","予約不可","","無 店舗隣にコインパーキングあり","都営新宿線 新宿三丁目駅 徒歩2分 新宿三丁目駅から189m","https://tblg.k-img.com/restaurant/images/Rvw/350802/640x640_rect_c3d7983b56475cde80b5abdc0140f3a7.jpg","初台SC"
"らぁめん ほりうち 新宿本店","3.71","2474","55966","ラーメン/つけ麺","新宿西口駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13042962/","東京都新宿区西新宿1-4-7 高野ビル1F","1600023","35.6929322786869","139.6983241545504","03-3348-5530","月・火・水・木・金・土 08:00 - 23:00 日 10:00 - 23:00","","15席 （カウンター15席）","無","全席禁煙","予約不可","","無","新宿駅西口から徒歩3分。 JR新宿駅西口改札を出たら小田急ハルク地下食料品館を目指して進み、そこには入らずにその手前の階段を上りB16出口を出たら左手に廻って進み100mほど先の右側。 新宿西口駅から103m","https://tblg.k-img.com/restaurant/images/Rvw/112143/640x640_rect_112143395.jpg","初台SC"
"東京ドミニカ","3.71","2077","49634","スープカレー/カレー","新宿三丁目駅","\1,000～\1,999","～\999","https://tabelog.com/tokyo/A1304/A130401/13124113/","東京都新宿区新宿3-31-1 第２大伸ビルB1F","1600022","35.69052953869035","139.70437823452184","03-6380-4644","月・火・水・木・金 11:30 - 15:30 L.O. 15:00 17:30 - 22:30 L.O. 22:00 土 11:30 - 22:30 L.O. 22:00 日・祝日 11:30 - ","不定休","20席 （カウンター4席、2人掛けテーブル席x8）","無","全席禁煙","予約不可","カレー 百名店 2026","無 近隣にコインパーキングあり","新宿三丁目A1出口から徒歩1分 新宿三丁目駅から60m","https://tblg.k-img.com/restaurant/images/Rvw/35792/640x640_rect_35792292.jpg","初台SC"
"中華そば 流川","3.71","1848","37631","ラーメン","新宿西口駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13236258/","東京都新宿区西新宿7-9-15 新宿ダイカンプラザビジネス清田ビル 1F","1600023","35.6946867586858","139.69837201456806","03-5389-4033","11:30 - 23:00 L.O. 22:30 営業時間・","","10席 （カウンターのみ）","無","全席禁煙","予約不可","","無","新宿西口駅から140m","https://tblg.k-img.com/restaurant/images/Rvw/366931/640x640_rect_afde1d9ab9d773876f703491aee3fdca.jpg","初台SC"
"珈琲貴族エジンバラ","3.71","1755","53839","喫茶店/カフェ","新宿三丁目駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13017217/","東京都新宿区新宿3-2-4 新宿M&Eスクエアビル 2F","1600022","35.69051001869098","139.7062971845203","03-5379-2822","月・火・水・木・金・土・日・祝日・祝前日・祝後日 24時間営業","","117席","無","分煙 喫煙席50席/67禁煙席席あり 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約不可","喫茶店 百名店 2026","無","東京メトロ・都営新宿線 新宿三丁目駅 C4 徒歩1分 JR線 新宿駅東口 徒歩6分 西武新宿線 西武新宿駅南口 徒歩9分 新宿三丁目駅から132m","https://tblg.k-img.com/restaurant/images/Rvw/58570/640x640_rect_58570183.jpg","初台SC"
"amam dacotan 表参道店","3.71","1518","102399","パン/カフェ","表参道駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130602/13263952/","東京都港区北青山3-7-6","1070061","35.66454923790361","139.71106468309296","非公開","月・火・木・金・土・日・祝日 11:00 - 19:00 水","","7席","無","全席禁煙","予約可","","無","東京メトロ半蔵門線 表参道駅B2出口から徒歩1分 表参道駅から148m","https://tblg.k-img.com/restaurant/images/Rvw/163059/640x640_rect_4ec31d2e32699007e8d082e59bde6e88.jpg","初台SC"
"FUGLEN TOKYO","3.71","1361","69475","カフェ/バー/パン","代々木公園駅","～\999","～\999","https://tabelog.com/tokyo/A1318/A131810/13141002/","東京都渋谷区富ヶ谷1-16-11 1F","1510063","35.6666488387017","139.69242358428903","03-3481-0884","月・火 07:00 - 23:00 水・木・金・土・日 07:00 - 01:00 営業時間・","","23席","無","全席禁煙","予約不可","カフェ 百名店 2025","無","東京メトロ千代田線代々木公園駅出口2から徒歩5分 小田急線代々木八幡駅から徒歩7分 JR山手線原宿駅から徒歩10分 JR渋谷駅から徒歩20分 京王バス・都営バス 富ヶ谷バス停より徒歩約1分 京王バス 代々木公園駅バス停より徒歩約1分 代々木公園駅から281m","https://tblg.k-img.com/restaurant/images/Rvw/362933/640x640_rect_308d43f12abf7f2be2d94cea1f14336f.jpg","初台SC"
"時屋 新宿小田急ハルク店","3.71","1329","25222","甘味処/和菓子/喫茶店","新宿西口駅","～\999","～\999","https://tabelog.com/tokyo/A1304/A130401/13006696/","東京都新宿区西新宿1-5-1 新宿西口ハルク 1Ｆ","1600023","35.692528568687145","139.69828377454633","03-3342-2610","月・火・水・木・金・土・日 11:00 - 20:00 L.O. 19:30 祝日 11:00 - 20:00","不定休","41席 （テーブル２席×４ ３席 ４席×６ ６席）","無","全席禁煙","予約不可","和菓子・甘味処 百名店 2023","無","JR新宿駅西口から徒歩2分 地下鉄新宿駅B18番出口から徒歩2分 新宿西口駅から140m","https://tblg.k-img.com/restaurant/images/Rvw/284052/640x640_rect_5337a93e140298684cacf40229e13c67.jpg","初台SC"
"PRETTY PORK FACTORY","3.71","1100","57684","豚しゃぶ/韓国料理","西武新宿駅","\6,000～\7,999","\3,000～\3,999","https://tabelog.com/tokyo/A1304/A130401/13254601/","東京都新宿区歌舞伎町1-10-3 G3ビル 2F","1600021","35.69475793788186","139.70301258340376","03-3209-2929","月・火・水・木・金・祝前日・祝後日 12:00 - 15:00 L.O. 料理14:00 17:00 - 23:00 L.O. 料理21:00 土・日・祝日 12:00 - 23:00 L.O. 料理","","66席 （2名席×4、3名席×1、4名席×10、5名席×3）","有 （2人可、4人可、6人可、8人可） 半個室です","全席禁煙","予約可","すき焼き・しゃぶしゃぶ 百名店 2024","無 近くにコインパーキング多数あります","新宿駅東口から350m 徒歩4分 西武新宿駅から306m","https://tblg.k-img.com/restaurant/images/Rvw/167942/640x640_rect_2dfd6c3e3f3b7f4e6aaa73918e770f5c.jpg","初台SC"
"手打蕎麦 松永","3.71","675","51172","そば/日本酒バー","北参道駅","\2,000～\2,999","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130601/13024514/","東京都渋谷区神宮前2-19-12","1500001","35.67347312870302","139.7101293743455","03-3402-7738","月・火・水・木・金・土 11:30 - 14:00 日・祝日","","20席 （カウンター６席、４×３卓、２×１卓）","無","全席禁煙","予約不可","そば 百名店 2025","無","東京メトロ明治神宮前駅下車 徒歩10分。 明治通りを北上し、神宮前1丁目交差点をラストロード方面に右折し、 次の信号を北に曲がって、右手郵便局のさらに先の右手。 北参道駅から681m","https://tblg.k-img.com/restaurant/images/Rvw/125521/640x640_rect_125521444.jpg","初台SC"
"道しるべ","3.71","629","113075","焼き鳥","西武新宿駅","\6,000～\7,999","-","https://tabelog.com/tokyo/A1304/A130401/13101685/","東京都新宿区歌舞伎町1-3-7","1600021","35.694768138687444","139.70370193456512","090-1777-8101","月・火・木・金・土 18:00 - 01:00 水・日・祝日","","24席 （1階【カウンター8席、テーブル2席】 2階【座敷8人(相席)、座敷2人、座敷4人】）","無","全席禁煙 近場の無料喫煙所をご案内いたします。お声掛けください。","予約可","焼き鳥 百名店 2025 / 焼鳥 百名店 2022","無","西武新宿線「西武新宿駅」より、徒歩3分 東京メトロ 丸ノ内線「新宿駅」B13出口より、徒歩3分 都営地下鉄 大江戸線「新宿西口駅」D3出口より、徒歩4分 JR埼京線・湘南新宿ライン・中央・総武線各駅(停車)・中央線(快速)・山手線「新宿駅」東口より、徒歩5分 京王線「新宿駅」京王西口より、徒歩6分 小田急線「新宿駅」西口より、徒歩6分 西武新宿駅から361m","https://tblg.k-img.com/restaurant/images/Rvw/138644/640x640_rect_138644556.jpg","初台SC"
"イル プレージョ","3.71","546","51497","イタリアン","代々木上原駅","\10,000～\14,999","\8,000～\9,999","https://tabelog.com/tokyo/A1318/A131811/13147391/","東京都渋谷区上原1-17-7 フレニティハウス 2F","1510064","35.66894283789175","139.68254578315737","03-6407-1271","月・火・土・日 12:00 - 13:00 18:00 - 20:00 木・金 18:00 - 20:00 水","","10席","無","全席禁煙","予約可","Tabelog Award 2021 Bronze / イタリアン 百名店 2025","無 近隣にコインパーキング有","小田急線・千代田線 代々木上原駅より徒歩３分 代々木上原駅から257m","https://tblg.k-img.com/restaurant/images/Rvw/69693/640x640_rect_69693019.jpg","初台SC"
"BLAKES for JOURNEY","3.71","516","30155","カレー/ダイニングバー","北参道駅","\2,000～\2,999","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130601/13195491/","東京都渋谷区神宮前2-20-13 神宮前TNビル 2F","1500001","35.674502918702714","139.71123945435517","03-6721-0468","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 16:00 L.O. 15:45","","15席 （カウンター2席、テーブル13席）","無","全席禁煙","予約不可","カレー 百名店 2026","無","JR中央線千駄ヶ谷駅から徒歩10分 東京メトロ副都心線北参道駅出口2から徒歩9分 都営大江戸線国立競技場駅から徒歩9分 北参道駅から668m","https://tblg.k-img.com/restaurant/images/Rvw/149363/640x640_rect_149363822.jpg","初台SC"
"Convivio","3.71","488","46614","イタリアン/ワインバー/イノベーティブ","北参道駅","\20,000～\29,999","\8,000～\9,999","https://tabelog.com/tokyo/A1309/A130901/13149817/","東京都渋谷区千駄ヶ谷3-17-12 カミムラビル 1F","1510051","35.67592523789542","139.70803658320997","03-6434-7907","月・火・水・木・金・土・祝日 12:00 - 14:30 L.O. 料理12:30 ドリンク14:00 18:00 - 22:00 L.O. 料理19:00 ドリンク21:30 日 12:00 - 1","","20席 （7名様以上のご予約の場合はお電話にて直接予約をお願いいたします。）","有 （6人可、8人可） ■個室利用やホール貸切については、お電話でにてご相談ください。 ［ご利用最低金額］【昼】個室 3万? / ホール席貸切 16 万? / 完全貸切 ask 【夜】個室 8万? / ホール席貸切 35万? / 完全貸切 ask","全席禁煙","予約可","Tabelog Award 2020 Bronze / イタリアン 百名店 2025","無 近隣にコインパーキングあり","東京メトロ副都心線 北参道駅 2番出口 徒歩5分 JR中央・総武線 千駄ケ谷駅 徒歩9分 JR山手線 原宿駅 徒歩10分 北参道駅から350m","https://tblg.k-img.com/restaurant/images/Rvw/58953/640x640_rect_58953613.jpg","初台SC"
"すし岩瀬","3.71","269","15489","寿司","都庁前駅","\20,000～\29,999","\15,000～\19,999","https://tabelog.com/tokyo/A1304/A130401/13146391/","東京都新宿区西新宿3-4-1 福地ビル 1F","1600023","35.68610543788404","139.69257148332366","03-6279-0149","火・木・金 15:00 - 22:30 水 12:00 - 14:00 17:00 - 22:30 土 12:00 - 15:00 17:00 - 22:30 日 12:00 - 22:30 月","日曜日","10席","無","全席禁煙","予約可","寿司 百名店 2022","無","新宿駅より徒歩約10分 都庁前駅から500m","https://tblg.k-img.com/restaurant/images/Rvw/306304/640x640_rect_af18f5d64981441eadab0be4d7417e62.jpg","初台SC"
